Offspring ID,Loci typed,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
OtsAC17SFMK_0143,11,OtsAC13SFMK_4676,11,11,0, 1.59198788784991E+0001, 1.59198788784991E+0001,,OtsAC13SFMK_4671,11,11,0, 1.90055401194478E+0001, 1.90055401194478E+0001,,11,0, 3.99410736359862E+0001, 3.99410736359862E+0001,,
OtsAC17SFMK_0144,11,OtsAC13SFMK_4154,11,11,0, 1.69803413589618E+0001, 1.69803413589618E+0001,,OtsAC13SFMK_4581,11,11,0, 1.71967025290616E+0001, 1.71967025290616E+0001,,11,0, 4.02673649347636E+0001, 4.02673649347636E+0001,,
OtsAC17SFMK_0145,11,OtsAC12SFMK_8622,11,11,0, 2.05534531569488E+0001, 2.05534531569488E+0001,,OtsAC12SFMK_8681,11,11,0, 1.86336766606672E+0001, 1.86336766606672E+0001,,11,0, 4.52653813291715E+0001, 4.52653813291715E+0001,,
OtsAC17SFMK_0146,11,OtsAC12SFMK_8380,11,11,0, 1.79738297113285E+0001, 1.79738297113285E+0001,,OtsAC12SFMK_8979,11,11,0, 1.86116915753437E+0001, 1.86116915753437E+0001,,11,0, 4.27634790116075E+0001, 4.27634790116075E+0001,,
OtsAC17SFMK_0147,11,OtsAC13SFMK_4154,11,11,0, 1.74445379309882E+0001, 1.74445379309882E+0001,,OtsAC13SFMK_4751,11,11,0, 1.63539284553818E+0001, 1.63539284553818E+0001,,11,0, 4.07299381919695E+0001, 4.07299381919695E+0001,,
OtsAC17SFMK_0148,11,OtsAC12SFMK_8507,11,11,0, 1.65841232094096E+0001, 1.65841232094096E+0001,,OtsAC12SFMK_8303,11,11,0, 2.25747969684790E+0001, 2.25747969684790E+0001,,11,0, 4.53972448029281E+0001, 4.53972448029281E+0001,,
OtsAC17SFMK_0149,11,
OtsAC17SFMK_0150,11,OtsAC12SFMK_8931,11,11,0, 1.87091086428551E+0001, 1.87091086428551E+0001,,OtsAC12SFMK_8895,11,11,0, 1.64649520901559E+0001, 1.64649520901559E+0001,,11,0, 4.07192381774905E+0001, 4.07192381774905E+0001,,
OtsAC17SFMK_0151,11,
OtsAC17SFMK_0152,11,OtsAC12SFMK_8079,11,11,0, 1.76965220406876E+0001, 1.76965220406876E+0001,,OtsAC12SFMK_8811,11,11,0, 1.84142750763925E+0001, 1.84142750763925E+0001,,11,0, 4.19846646577388E+0001, 4.19846646577388E+0001,,
OtsAC17SFMK_0153,11,OtsAC12SFMK_8075,11,11,0, 1.51565875180733E+0001, 1.51565875180733E+0001,,OtsAC12SFMK_8697,11,11,0, 1.18078027669028E+0001, 1.18078027669028E+0001,,11,0, 3.37022244794641E+0001, 3.37022244794641E+0001,,
OtsAC17SFMK_0154,11,OtsAC13SFMK_4810,11,11,0, 2.27802534019105E+0001, 2.27802534019105E+0001,,OtsAC13SFMK_4589,11,11,0, 2.15930904899364E+0001, 2.15930904899364E+0001,,11,0, 4.99631534903473E+0001, 4.99631534903473E+0001,,
OtsAC17SFMK_0155,11,OtsAC13SFMK_4649,11,11,0, 1.60592997637574E+0001, 1.60592997637574E+0001,,OtsAC13SFMK_4144,11,11,0, 2.26262334827895E+0001, 2.26262334827895E+0001,,11,0, 4.63101522327062E+0001, 4.63101522327062E+0001,,
OtsAC17SFMK_0156,11,OtsAC13SFMK_4019,11,11,0, 1.65313767147807E+0001, 1.65313767147807E+0001,,OtsAC13SFMK_4081,11,11,0, 1.90179172801210E+0001, 1.90179172801210E+0001,,11,0, 4.12332273915993E+0001, 4.12332273915993E+0001,,
OtsAC17SFMK_0157,11,
OtsAC17SFMK_0158,10,
OtsAC17SFMK_0159,11,OtsAC13SFMK_4597,11,11,0, 1.87192131548257E+0001, 1.87192131548257E+0001,,OtsAC13SFMK_4125,11,11,0, 1.81591691239718E+0001, 1.81591691239718E+0001,,11,0, 4.11715547132468E+0001, 4.11715547132468E+0001,,
OtsAC17SFMK_0160,11,OtsAC13SFMK_4154,11,11,0, 1.56784437452248E+0001, 1.56784437452248E+0001,,OtsAC13SFMK_4581,11,11,0, 1.48303094235952E+0001, 1.48303094235952E+0001,,11,0, 3.66458597014774E+0001, 3.66458597014774E+0001,,
OtsAC17SFMK_0161,11,
OtsAC17SFMK_0162,11,OtsAC13SFMK_4099,11,11,0, 1.76636279138977E+0001, 1.76636279138977E+0001,,OtsAC13SFMK_4561,11,11,0, 1.90742192060918E+0001, 1.90742192060918E+0001,,11,0, 4.34897983503014E+0001, 4.34897983503014E+0001,,
OtsAC17SFMK_0163,11,OtsAC13SFMK_4764,11,11,0, 1.62231903001910E+0001, 1.62231903001910E+0001,,OtsAC13SFMK_4603,11,11,0, 1.92178232345842E+0001, 1.92178232345842E+0001,,11,0, 4.25149821114240E+0001, 4.25149821114240E+0001,,
OtsAC17SFMK_0164,11,
OtsAC17SFMK_0165,11,
OtsAC17SFMK_0166,11,OtsAC13SFMK_4521,11,11,0, 1.84179510118822E+0001, 1.84179510118822E+0001,,OtsAC13SFMK_4098,11,11,0, 1.46008479040080E+0001, 1.46008479040080E+0001,,11,0, 4.06434179020496E+0001, 4.06434179020496E+0001,,
OtsAC17SFMK_0167,11,
OtsAC17SFMK_0168,11,
OtsAC17SFMK_0169,11,OtsAC12SFMK_8314,11,11,0, 1.89787923969334E+0001, 1.89787923969334E+0001,,OtsAC12SFMK_8118,11,11,0, 1.83908907711506E+0001, 1.83908907711506E+0001,,11,0, 4.33487057781039E+0001, 4.33487057781039E+0001,,
OtsAC17SFMK_0170,11,
OtsAC17SFMK_0171,11,OtsAC12SFMK_8367,11,11,0, 1.58252745491731E+0001, 1.58252745491731E+0001,,OtsAC12SFMK_8925,11,11,0, 1.95642749668446E+0001, 1.95642749668446E+0001,,11,0, 4.16311173463740E+0001, 4.16311173463740E+0001,,
OtsAC17SFMK_0172,11,
OtsAC17SFMK_0173,11,
OtsAC17SFMK_0174,11,OtsAC13SFMK_4567,11,11,0, 1.85223741243460E+0001, 1.85223741243460E+0001,,OtsAC13SFMK_4549,11,11,0, 1.49941268252147E+0001, 1.49941268252147E+0001,,11,0, 3.98390337152529E+0001, 3.98390337152529E+0001,,
OtsAC17SFMK_0175,11,OtsAC13SFMK_4731,11,11,0, 2.21955015443586E+0001, 2.21955015443586E+0001,,OtsAC13SFMK_4008,11,11,0, 1.47117911843386E+0001, 1.47117911843386E+0001,,11,0, 4.14396511156295E+0001, 4.14396511156295E+0001,,
OtsAC17SFMK_0176,11,OtsAC12SFMK_8074,11,11,0, 2.08433315876326E+0001, 2.08433315876326E+0001,,OtsAC12SFMK_8681,11,11,0, 1.80969038409852E+0001, 1.80969038409852E+0001,,11,0, 4.52267494367934E+0001, 4.52267494367934E+0001,,
OtsAC17SFMK_0177,11,OtsAC12SFMK_8013,11,11,0, 1.94949967103556E+0001, 1.94949967103556E+0001,,OtsAC12SFMK_8886,11,11,0, 1.82563855831876E+0001, 1.82563855831876E+0001,,11,0, 4.32948199530049E+0001, 4.32948199530049E+0001,,
OtsAC17SFMK_0178,11,OtsAC13SFMK_4020,11,11,0, 2.23164809075850E+0001, 2.23164809075850E+0001,,OtsAC13SFMK_4083,11,11,0, 1.77467181015618E+0001, 1.77467181015618E+0001,,11,0, 4.57886743348826E+0001, 4.57886743348826E+0001,,
OtsAC17SFMK_0179,11,OtsAC13SFMK_4099,11,11,0, 1.85513364267415E+0001, 1.85513364267415E+0001,,OtsAC13SFMK_4551,11,11,0, 1.52126877701556E+0001, 1.52126877701556E+0001,,11,0, 3.99651157514893E+0001, 3.99651157514893E+0001,,
OtsAC17SFMK_0180,11,OtsAC13SFMK_4154,11,11,0, 2.07251966164194E+0001, 2.07251966164194E+0001,,OtsAC13SFMK_4717,11,11,0, 2.36307583655584E+0001, 2.36307583655584E+0001,,11,0, 4.95976679830515E+0001, 4.95976679830515E+0001,,
OtsAC17SFMK_0181,11,OtsAC12SFMK_8731,11,11,0, 1.42446152016195E+0001, 1.42446152016195E+0001,,OtsAC12SFMK_8786,11,11,0, 2.28147405011394E+0001, 2.28147405011394E+0001,,11,0, 4.36271001064638E+0001, 4.36271001064638E+0001,,
OtsAC17SFMK_0182,11,
OtsAC17SFMK_0183,11,OtsAC13SFMK_4575,11,11,0, 1.66447568027239E+0001, 1.66447568027239E+0001,,OtsAC13SFMK_4549,11,11,0, 1.68873444297801E+0001, 1.68873444297801E+0001,,11,0, 4.04635730381035E+0001, 4.04635730381035E+0001,,
OtsAC17SFMK_0184,11,
OtsAC17SFMK_0185,11,OtsAC12SFMK_8356,11,11,0, 2.23751426346900E+0001, 2.23751426346900E+0001,,OtsAC12SFMK_9005,11,11,0, 1.80165993117106E+0001, 1.80165993117106E+0001,,11,0, 4.67668703156386E+0001, 4.67668703156386E+0001,,
OtsAC17SFMK_0186,11,
OtsAC17SFMK_0187,11,OtsAC13SFMK_4534,11,11,0, 1.81563323836627E+0001, 1.81563323836627E+0001,,OtsAC13SFMK_4083,11,11,0, 1.83735095222257E+0001, 1.83735095222257E+0001,,11,0, 4.27681665309279E+0001, 4.27681665309279E+0001,,
OtsAC17SFMK_0188,11,OtsAC12SFMK_8240,11,11,0, 1.93085649320615E+0001, 1.93085649320615E+0001,,OtsAC12SFMK_8046,11,11,0, 1.56800111891736E+0001, 1.56800111891736E+0001,,11,0, 4.14528259969788E+0001, 4.14528259969788E+0001,,
OtsAC17SFMK_0189,11,OtsAC13SFMK_4150,11,11,0, 1.76885092676748E+0001, 1.76885092676748E+0001,,OtsAC13SFMK_4547,11,11,0, 1.62032776638873E+0001, 1.62032776638873E+0001,,11,0, 4.02806254929075E+0001, 4.02806254929075E+0001,,
OtsAC17SFMK_0190,11,
OtsAC17SFMK_0191,11,OtsAC13SFMK_4665,11,11,0, 1.81566781386708E+0001, 1.81566781386708E+0001,,OtsAC13SFMK_4145,11,11,0, 1.81310023193246E+0001, 1.81310023193246E+0001,,11,0, 4.30496181628860E+0001, 4.30496181628860E+0001,,
OtsAC17SFMK_0192,11,
OtsAC17SFMK_0193,11,
OtsAC17SFMK_0194,11,OtsAC12SFMK_8320,11,11,0, 1.85327395247927E+0001, 1.85327395247927E+0001,,OtsAC12SFMK_8603,11,11,0, 1.78033264621558E+0001, 1.78033264621558E+0001,,11,0, 4.39606849731079E+0001, 4.39606849731079E+0001,,
OtsAC17SFMK_0195,11,OtsAC13SFMK_4625,11,11,0, 2.07734798999542E+0001, 2.07734798999542E+0001,,OtsAC13SFMK_4083,11,11,0, 1.55456396697283E+0001, 1.55456396697283E+0001,,11,0, 4.13942720377659E+0001, 4.13942720377659E+0001,,
OtsAC17SFMK_0196,11,
OtsAC17SFMK_0197,11,OtsAC12SFMK_8595,11,11,0, 1.85724532244152E+0001, 1.85724532244152E+0001,,OtsAC12SFMK_8815,11,11,0, 1.37287039821977E+0001, 1.37287039821977E+0001,,11,0, 3.85027870751029E+0001, 3.85027870751029E+0001,,
OtsAC17SFMK_0198,11,OtsAC12SFMK_8193,11,11,0, 1.45295144928175E+0001, 1.45295144928175E+0001,,OtsAC12SFMK_8758,11,11,0, 2.05894795067937E+0001, 2.05894795067937E+0001,,11,0, 4.13573186246507E+0001, 4.13573186246507E+0001,,
OtsAC17SFMK_0199,11,
OtsAC17SFMK_0200,11,
OtsAC17SFMK_0201,11,OtsAC13SFMK_4099,11,11,0, 2.24322884124236E+0001, 2.24322884124236E+0001,,OtsAC13SFMK_4561,11,11,0, 1.67784861978315E+0001, 1.67784861978315E+0001,,11,0, 4.59999589110144E+0001, 4.59999589110144E+0001,,
OtsAC17SFMK_0202,11,OtsAC13SFMK_4154,11,11,0, 1.94171542239550E+0001, 1.94171542239550E+0001,,OtsAC13SFMK_4581,11,11,0, 1.87292734044170E+0001, 1.87292734044170E+0001,,11,0, 4.43847522534115E+0001, 4.43847522534115E+0001,,
OtsAC17SFMK_0203,11,OtsAC12SFMK_8568,11,11,0, 1.77893659925781E+0001, 1.77893659925781E+0001,,OtsAC12SFMK_8863,11,11,0, 1.68081176448089E+0001, 1.68081176448089E+0001,,11,0, 4.10112405373608E+0001, 4.10112405373608E+0001,,
OtsAC17SFMK_0204,11,OtsAC12SFMK_8122,11,11,0, 1.56377824294951E+0001, 1.56377824294951E+0001,,OtsAC12SFMK_8816,11,11,0, 1.74718813564532E+0001, 1.74718813564532E+0001,,11,0, 3.92315658356242E+0001, 3.92315658356242E+0001,,
OtsAC17SFMK_0205,11,
OtsAC17SFMK_0206,11,OtsAC12SFMK_8079,11,11,0, 1.77574259670094E+0001, 1.77574259670094E+0001,,OtsAC12SFMK_8767,11,11,0, 2.02636788518762E+0001, 2.02636788518762E+0001,,11,0, 4.42570569635715E+0001, 4.42570569635715E+0001,,
OtsAC17SFMK_0207,11,OtsAC12SFMK_8878,11,11,0, 1.81715526278569E+0001, 1.81715526278569E+0001,,OtsAC12SFMK_8729,11,11,0, 1.92627794965018E+0001, 1.92627794965018E+0001,,11,0, 4.33532532002568E+0001, 4.33532532002568E+0001,,
OtsAC17SFMK_0208,11,OtsAC12SFMK_8676,11,11,0, 1.68380425643389E+0001, 1.68380425643389E+0001,,OtsAC12SFMK_8506,11,11,0, 1.74044532900911E+0001, 1.74044532900911E+0001,,11,0, 3.93130250082067E+0001, 3.93130250082067E+0001,,
OtsAC17SFMK_0209,11,
OtsAC17SFMK_0210,11,OtsAC12SFMK_8026,11,11,0, 1.58609656877744E+0001, 1.58609656877744E+0001,,OtsAC12SFMK_8573,11,11,0, 1.90795235578109E+0001, 1.90795235578109E+0001,,11,0, 4.12869174018891E+0001, 4.12869174018891E+0001,,
OtsAC17SFMK_0211,11,
OtsAC17SFMK_0212,11,OtsAC13SFMK_4877,11,11,0, 1.47669117659914E+0001, 1.47669117659914E+0001,,OtsAC13SFMK_4729,11,11,0, 1.63637247466204E+0001, 1.63637247466204E+0001,,11,0, 3.69538154118325E+0001, 3.69538154118325E+0001,,
OtsAC17SFMK_0213,11,
OtsAC17SFMK_0214,11,OtsAC12SFMK_8186,11,11,0, 1.49949551106754E+0001, 1.49949551106754E+0001,,OtsAC12SFMK_8161,11,11,0, 2.02817681605096E+0001, 2.02817681605096E+0001,,11,0, 4.22081950767846E+0001, 4.22081950767846E+0001,,
OtsAC17SFMK_0215,11,
OtsAC17SFMK_0216,11,OtsAC13SFMK_4505,11,11,0, 1.90323510915776E+0001, 1.90323510915776E+0001,,OtsAC13SFMK_4548,11,11,0, 1.93538761033428E+0001, 1.93538761033428E+0001,,11,0, 4.60108461810798E+0001, 4.60108461810798E+0001,,
OtsAC17SFMK_0217,11,OtsAC12SFMK_8367,11,11,0, 1.87667162780953E+0001, 1.87667162780953E+0001,,OtsAC12SFMK_8918,11,11,0, 1.39016042243425E+0001, 1.39016042243425E+0001,,11,0, 3.88366161316877E+0001, 3.88366161316877E+0001,,
OtsAC17SFMK_0218,11,OtsAC12SFMK_8860,11,11,0, 1.88031934067038E+0001, 1.88031934067038E+0001,,OtsAC12SFMK_8895,11,11,0, 1.52587181203668E+0001, 1.52587181203668E+0001,,11,0, 4.04305866781300E+0001, 4.04305866781300E+0001,,
OtsAC17SFMK_0219,11,
OtsAC17SFMK_0220,11,
OtsAC17SFMK_0221,11,
OtsAC17SFMK_0222,11,
OtsAC17SFMK_0223,11,
OtsAC17SFMK_0224,11,
OtsAC17SFMK_0226,11,OtsAC13SFMK_4099,11,11,0, 2.20425364314636E+0001, 2.20425364314636E+0001,,OtsAC13SFMK_4146,11,11,0, 2.21184155792374E+0001, 2.21184155792374E+0001,,11,0, 4.97800054683423E+0001, 4.97800054683423E+0001,,
OtsAC17SFMK_0227,11,
OtsAC17SFMK_0228,11,OtsAC12SFMK_8926,11,11,0, 2.00065330267400E+0001, 2.00065330267400E+0001,,OtsAC12SFMK_8903,11,11,0, 1.89869271185990E+0001, 1.89869271185990E+0001,,11,0, 4.24863929905588E+0001, 4.24863929905588E+0001,,
OtsAC17SFMK_0229,11,
OtsAC17SFMK_0230,11,
OtsAC17SFMK_0231,11,
OtsAC17SFMK_0232,11,
OtsAC17SFMK_0233,11,
OtsAC17SFMK_0234,11,
OtsAC17SFMK_0235,11,
OtsAC17SFMK_0236,11,
OtsAC17SFMK_0237,11,
OtsAC17SFMK_0238,11,OtsAC13SFMK_4523,11,11,0, 1.70356742360549E+0001, 1.70356742360549E+0001,,OtsAC13SFMK_4145,11,11,0, 1.28568508638363E+0001, 1.28568508638363E+0001,,11,0, 3.58300568851002E+0001, 3.58300568851002E+0001,,
OtsAC17SFMK_0239,11,
OtsAC17SFMK_0240,11,
OtsAC17SFMK_0241,11,
OtsAC17SFMK_0242,11,
OtsAC17SFMK_0243,11,OtsAC12SFMK_8389,11,11,0, 1.61651326902131E+0001, 1.61651326902131E+0001,,OtsAC12SFMK_9004,11,11,0, 1.52736400272493E+0001, 1.52736400272493E+0001,,11,0, 3.65139919979002E+0001, 3.65139919979002E+0001,,
OtsAC17SFMK_0244,11,OtsAC13SFMK_4018,11,11,0, 2.01833008431464E+0001, 2.01833008431464E+0001,,OtsAC13SFMK_4125,11,11,0, 1.90667666638934E+0001, 1.90667666638934E+0001,,11,0, 4.53836876469860E+0001, 4.53836876469860E+0001,,
OtsAC17SFMK_0245,11,
OtsAC17SFMK_0246,11,
OtsAC17SFMK_0247,11,
OtsAC17SFMK_0249,11,
OtsAC17SFMK_0250,11,
OtsCC17MCKR_0225,10,OtsAC12SFMK_8568,11,10,0, 1.70707072243607E+0001, 1.70707072243607E+0001,,OtsAC12SFMK_8863,11,10,0, 1.45706416958020E+0001, 1.45706416958020E+0001,,10,0, 3.76091013003169E+0001, 3.76091013003169E+0001,,
OtsCC17MCKR_0228,8,
OtsCC17MCKR_0229,11,
OtsCC17MCKR_0230,11,
OtsCC17MCKR_0233,11,
OtsCC17MCKR_0234,10,
OtsCC17MCKR_0235,11,
OtsCC17MCKR_0236,10,OtsAC13SFMK_4649,11,10,0, 1.42184982094617E+0001, 1.42184982094617E+0001,,OtsAC13SFMK_4144,11,10,0, 2.03122486463307E+0001, 2.03122486463307E+0001,,10,0, 4.14622186613918E+0001, 4.14622186613918E+0001,,
OtsCC17MCKR_0241,11,
OtsCC17MCKR_0343,7,
OtsCC17MCKR_0347,11,
OtsCC17MCKR_0352,8,
OtsCC17MCKR_0353,8,OtsAC12SFMK_8857,11,8,0, 1.10668204679377E+0001, 1.10668204679377E+0001,,OtsAC12SFMK_8901,11,8,0, 1.19594075693569E+0001, 1.19594075693569E+0001,,8,0, 2.73752391529221E+0001, 2.73752391529221E+0001,,
