Offspring ID,Loci typed,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
OtsAC14SFMK_0001,11,OtsAC09SFMK_0437,11,11,1, 1.00604815152145E+0001, 5.70986409453736E+0000,*,OtsAC09SFMK_01054,11,11,5,-8.46403762170335E+0000, 0.00000000000000E+0000,,11,6, 1.69657450995011E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0437,11,11,1, 1.00604815152145E+0001, 5.70986409453736E+0000,*,OtsAC11SFMK_1296,11,11,5,-8.61256596290920E+0000, 0.00000000000000E+0000,,11,6, 1.69018250531088E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0437,11,11,1, 1.00604815152145E+0001, 5.70986409453736E+0000,*,OtsAC10SFMK_1147,11,11,5,-8.59940886175181E+0000, 0.00000000000000E+0000,,11,6, 1.31151882329246E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0437,11,11,1, 1.00604815152145E+0001, 5.70986409453736E+0000,*,OtsAC11SFMK_1140,11,11,4,-4.80660692261074E+0000, 0.00000000000000E+0000,,11,6, 1.07266518505155E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0526,11,11,6,-1.07905416003025E+0001, 0.00000000000000E+0000,,OtsAC09SFMK_01086,11,11,2, 6.42960467214387E+0000, 4.95739349762679E+0000,*,11,6, 1.04498185255581E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0437,11,11,1, 1.00604815152145E+0001, 5.70986409453736E+0000,*,OtsAC11SFMK_0156,11,11,5,-9.35501283289912E+0000, 0.00000000000000E+0000,,11,6, 9.67022283173903E-0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0072,11,11,2, 4.35061742067719E+0000, 0.00000000000000E+0000,,OtsAC11SFMK_1129,11,11,4,-3.35685607406279E+0000, 0.00000000000000E+0000,,11,6, 8.13272906262058E-0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0437,11,11,1, 1.00604815152145E+0001, 5.70986409453736E+0000,*,OtsAC11SFMK_0160,11,11,4,-5.12081118091150E+0000, 0.00000000000000E+0000,,11,6, 6.14188814039338E-0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0437,11,11,1, 1.00604815152145E+0001, 5.70986409453736E+0000,*,OtsAC09SFMK_01102,11,11,5,-9.51685711830471E+0000, 0.00000000000000E+0000,,11,6, 5.75792922147220E-0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0072,11,11,2, 4.35061742067719E+0000, 0.00000000000000E+0000,,OtsAC10SFMK_1003,11,11,5,-7.26443316348407E+0000, 0.00000000000000E+0000,,11,6, 5.04898046206049E-0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC11SFMK_1280,8,8,5,-1.12058368171553E+0001, 0.00000000000000E+0000,,OtsAC09SFMK_01086,11,11,2, 6.42960467214387E+0000, 4.95739349762679E+0000,*,11,5, 4.02420492550966E-0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0720,11,11,4,-3.55115842634170E+0000, 0.00000000000000E+0000,,OtsAC08SFMK_0434,11,11,3, 1.47221117451707E+0000, 0.00000000000000E+0000,,11,6, 3.71904662831907E-0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0437,11,11,1, 1.00604815152145E+0001, 5.70986409453736E+0000,*,OtsAC09SFMK_0344,11,11,6,-1.19955564269717E+0001, 0.00000000000000E+0000,,11,6, 1.98232109290114E-0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0437,11,11,1, 1.00604815152145E+0001, 5.70986409453736E+0000,*,OtsAC10SFMK_0241,11,11,6,-1.37002221566266E+0001, 0.00000000000000E+0000,,11,6, 9.28917084614481E-0002, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0437,11,11,1, 1.00604815152145E+0001, 5.70986409453736E+0000,*,OtsAC09SFMK_0160,11,11,6,-1.25838050057683E+0001, 0.00000000000000E+0000,,11,6, 2.42407500464794E-0002, 0.00000000000000E+0000,,
OtsAC14SFMK_0001,11,OtsAC09SFMK_0437,11,11,1, 1.00604815152145E+0001, 5.70986409453736E+0000,*,OtsAC08SFMK_0518,11,11,6,-1.37935944365425E+0001, 0.00000000000000E+0000,,11,6, 1.90524477750686E-0002, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0675,11,11,0, 1.74936150460834E+0001, 1.40463163124765E+0001,*,11,0, 4.69048041261291E+0001, 2.52117082163239E+0001,*,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_0248,11,11,4,-3.32720989297460E+0000, 0.00000000000000E+0000,,11,4, 2.16930959098052E+0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_01080,11,11,4,-4.91984021428974E+0000, 0.00000000000000E+0000,,11,4, 1.94528375422402E+0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0900,11,11,5,-4.99527470761705E+0000, 0.00000000000000E+0000,,11,5, 1.82839844585224E+0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0598,11,11,5,-7.83665776536866E+0000, 0.00000000000000E+0000,,11,5, 1.54427029747934E+0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0407,11,11,5,-8.59873852702515E+0000, 0.00000000000000E+0000,,11,5, 1.51392380900126E+0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0981,11,11,3, 3.55299968650695E+0000, 0.00000000000000E+0000,,OtsAC09SFMK_0675,11,11,0, 1.74936150460834E+0001, 1.40463163124765E+0001,*,11,5, 1.42476928512965E+0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0603,11,11,5,-9.45135314228755E+0000, 0.00000000000000E+0000,,11,5, 1.35992913131751E+0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0747,11,11,5,-7.66745540080551E+0000, 0.00000000000000E+0000,,11,6, 1.11790200532573E+0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0135,11,11,5,-8.64081888155093E+0000, 0.00000000000000E+0000,,11,6, 1.07062999923282E+0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_01277,11,11,5,-7.41310753000513E+0000, 0.00000000000000E+0000,,11,6, 1.06644443684077E+0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_01222,11,11,6,-1.10225314158315E+0001, 0.00000000000000E+0000,,11,6, 1.00765839024370E+0001, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0289,11,11,5,-8.44073647112324E+0000, 0.00000000000000E+0000,,11,6, 9.95797212049010E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0421,11,11,6,-1.28618945523009E+0001, 0.00000000000000E+0000,,11,6, 9.66179188494037E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0319,11,11,5,-9.20718327056800E+0000, 0.00000000000000E+0000,,11,6, 9.59597472803875E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_01314,11,11,6,-1.23310001697110E+0001, 0.00000000000000E+0000,,11,6, 9.56845468362526E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0114,11,11,6,-1.28887770698411E+0001, 0.00000000000000E+0000,,11,6, 9.52707104646659E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0131,11,11,6,-1.29599100398176E+0001, 0.00000000000000E+0000,,11,6, 9.41226960144992E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0369,11,11,6,-1.29444323505139E+0001, 0.00000000000000E+0000,,11,6, 9.38115213497389E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0486,11,11,6,-1.26129715512055E+0001, 0.00000000000000E+0000,,11,6, 9.18847463130356E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_1046,11,11,6,-1.20299990992925E+0001, 0.00000000000000E+0000,,11,6, 9.15715415197478E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0375,11,11,5,-9.21249164270614E+0000, 0.00000000000000E+0000,,11,6, 9.15327927420106E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_01256,11,11,6,-1.20806795004009E+0001, 0.00000000000000E+0000,,11,6, 8.85575797135846E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0086,11,11,6,-1.37135621136151E+0001, 0.00000000000000E+0000,,11,6, 8.64571050505125E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0561,11,11,5,-6.14199250476383E+0000, 0.00000000000000E+0000,,OtsAC09SFMK_0675,11,11,0, 1.74936150460834E+0001, 1.40463163124765E+0001,*,11,6, 8.58454930915522E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0443,11,11,6,-1.32305008583061E+0001, 0.00000000000000E+0000,,11,6, 8.51181478160656E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0817,11,11,6,-1.32911006268730E+0001, 0.00000000000000E+0000,,11,6, 8.50023361054244E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_01088,11,11,6,-1.39677661495243E+0001, 0.00000000000000E+0000,,11,6, 8.49687281200687E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0177,11,11,5,-1.01059339476214E+0001, 0.00000000000000E+0000,,11,6, 8.01018080606084E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_01006,11,11,5,-6.82965056530160E+0000, 0.00000000000000E+0000,,OtsAC09SFMK_0675,11,11,0, 1.74936150460834E+0001, 1.40463163124765E+0001,*,11,6, 7.89325463819943E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0569,11,11,6,-1.31775168216243E+0001, 0.00000000000000E+0000,,11,6, 7.86783445978434E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0458,11,11,6,-1.52908626102281E+0001, 0.00000000000000E+0000,,11,6, 7.61650505771265E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_0185,11,11,6,-1.53514623787951E+0001, 0.00000000000000E+0000,,11,6, 7.60492388664853E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0189,11,11,5,-7.50777964096912E+0000, 0.00000000000000E+0000,,OtsAC09SFMK_0675,11,11,0, 1.74936150460834E+0001, 1.40463163124765E+0001,*,11,6, 7.58704029006001E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_1142,11,11,6,-1.48503491001965E+0001, 0.00000000000000E+0000,,11,6, 7.41372144522241E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_1036,11,11,6,-1.50711071267684E+0001, 0.00000000000000E+0000,,11,6, 7.26873906462679E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0695,11,11,6,-1.50711071267684E+0001, 0.00000000000000E+0000,,11,6, 7.26873906462679E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0079,11,11,6,-1.42222216479266E+0001, 0.00000000000000E+0000,,11,6, 7.11775940095500E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_1026,11,11,6,-1.46305936167368E+0001, 0.00000000000000E+0000,,11,6, 7.06595545213655E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_01375,8,8,5,-1.51103836555054E+0001, 0.00000000000000E+0000,,11,5, 7.06430836128168E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_01359,9,9,5,-1.02409405443233E+0001, 0.00000000000000E+0000,,11,6, 7.00934108510917E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0317,11,11,5,-4.20076511565926E+0000, 0.00000000000000E+0000,,11,7, 6.86765409187525E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0195,11,11,5,-6.58615077696044E+0000, 0.00000000000000E+0000,,11,7, 6.64309810789393E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0644,11,11,6,-1.10856859903534E+0001, 0.00000000000000E+0000,,OtsAC09SFMK_0675,11,11,0, 1.74936150460834E+0001, 1.40463163124765E+0001,*,11,6, 6.46139023909218E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0707,11,11,6,-1.12692475118850E+0001, 0.00000000000000E+0000,,11,7, 6.44761098582976E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_0404,11,11,6,-1.13209004195763E+0001, 0.00000000000000E+0000,,11,7, 6.34022474613903E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_1126,11,11,6,-1.09807682183929E+0001, 0.00000000000000E+0000,,11,7, 6.32494496671011E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0294,11,11,6,-1.07299324396508E+0001, 0.00000000000000E+0000,,11,7, 6.30785284521207E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_1030,11,11,7,-1.57251833709680E+0001, 0.00000000000000E+0000,,11,7, 5.72848560587168E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0852,11,11,7,-1.59268098335328E+0001, 0.00000000000000E+0000,,11,7, 5.65767772088108E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0013,11,11,7,-1.52163766728957E+0001, 0.00000000000000E+0000,,11,7, 5.62450284568102E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0833,11,11,6,-1.11009045669875E+0001, 0.00000000000000E+0000,,11,7, 5.59490185843002E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0364,11,11,6,-1.21290781441333E+0001, 0.00000000000000E+0000,,11,7, 5.38585891269046E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0764,11,11,6,-1.28936858747441E+0001, 0.00000000000000E+0000,,11,7, 5.37941974363810E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0166,11,11,7,-1.66287007435553E+0001, 0.00000000000000E+0000,,11,7, 5.37007759105708E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC10SFMK_0196,11,11,4,-1.96809841030929E+0000, 0.00000000000000E+0000,,OtsAC09SFMK_0675,11,11,0, 1.74936150460834E+0001, 1.40463163124765E+0001,*,11,7, 5.29223108069881E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0382,11,11,6,-1.22751299879231E+0001, 0.00000000000000E+0000,,11,7, 5.21218178655257E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_01269,11,11,6,-1.25744774130161E+0001, 0.00000000000000E+0000,,OtsAC09SFMK_0675,11,11,0, 1.74936150460834E+0001, 1.40463163124765E+0001,*,11,6, 5.14031094222921E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_01183,10,10,6,-1.51977213200219E+0001, 0.00000000000000E+0000,,11,6, 5.13962491069305E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0108,11,11,5,-4.40427026505814E+0000, 0.00000000000000E+0000,,11,7, 5.05384521607171E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_01360,11,11,7,-1.68420574029238E+0001, 0.00000000000000E+0000,,11,7, 5.01704535604410E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_0183,11,11,7,-1.68420574029238E+0001, 0.00000000000000E+0000,,11,7, 5.01704535604410E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_1121,10,10,6,-1.64582605522499E+0001, 0.00000000000000E+0000,,11,6, 4.93606041583063E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0240,11,11,7,-1.65064785779848E+0001, 0.00000000000000E+0000,,11,7, 4.90884061089689E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0175,11,11,6,-1.27513102106603E+0001, 0.00000000000000E+0000,,11,7, 4.90155497164741E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC08SFMK_0386,11,11,6,-1.20825694446724E+0001, 0.00000000000000E+0000,,11,7, 4.81956052885513E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC09SFMK_0077,11,11,6,-1.18817123997297E+0001, 0.00000000000000E+0000,,11,7, 4.81706222884454E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC10SFMK_1061,11,11,6,-1.26550334045490E+0001, 0.00000000000000E+0000,,11,7, 4.81586127960995E+0000, 0.00000000000000E+0000,,
OtsAC14SFMK_0002,11,OtsAC09SFMK_0724,11,11,0, 2.30013177686085E+0001, 1.94483180821016E+0001,*,OtsAC11SFMK_0371,11,11,7,-1.72560907889194E+0001, 0.00000000000000E+0000,,11,7, 4.73523267895238E+0000, 0.00000000000000E+0000,,
