type	sample_id	date	origin	release	length	rkm	pheno_sex	geno_sex	recapture	floy1	floy2	Comments	comments	year	hmsc_id	sgs_reach	section	cand_parent
cougar_trap	OtsAC11SFMK_0269	2011-09-06	NOR	Hard Rock	85	17.2	F	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0270	2011-09-06	NOR	Hard Rock	80.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0271	2011-09-06	NOR	Hard Rock	69.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0272	2011-09-06	NOR	Hard Rock	82.6	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0273	2011-09-06	NOR	Hard Rock	85.9	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0274	2011-09-06	NOR	Hard Rock	78.9	17.2	F	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0275	2011-09-06	NOR	Hard Rock	85.3	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0276	2011-09-08	NOR	Hard Rock	104.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0277	2011-09-08	NOR	Hard Rock	80	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0278	2011-09-08	NOR	Hard Rock	78	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0279	2011-09-08	NOR	Hard Rock	93.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0280	2011-09-08	NOR	Hard Rock	89	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0281	2011-09-08	NOR	Hard Rock	74.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0282	2011-09-08	NOR	Hard Rock	87	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0283	2011-09-08	NOR	Hard Rock	89.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0284	2011-09-08	NOR	Hard Rock	84.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0285	2011-09-08	NOR	Hard Rock	64.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0286	2011-09-08	NOR	Hard Rock	87	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0287	2011-09-08	NOR	Hard Rock	81.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0288	2011-09-08	NOR	Hard Rock	86	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0289	2011-09-08	NOR	Hard Rock	81	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0290	2011-09-08	NOR	Hard Rock	90.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0291	2011-09-08	NOR	Hard Rock	73.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0292	2011-09-08	NOR	Hard Rock	87	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0293	2011-09-08	NOR	Hard Rock	75	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0294	2011-09-08	NOR	Hard Rock	78.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0295	2011-09-12	HOR	Hard Rock	77	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0296	2011-09-12	NOR	Hard Rock	71.3	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0297	2011-09-12	NOR	Hard Rock	77.1	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0298	2011-09-12	NOR	Hard Rock	90.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0299	2011-09-12	NOR	Hard Rock	83	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0300	2011-09-12	NOR	Hard Rock	86	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0301	2011-09-12	NOR	Hard Rock	82	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0302	2011-09-12	NOR	Hard Rock	81	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0303	2011-09-12	NOR	Hard Rock	79.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0304	2011-09-12	NOR	Hard Rock	90	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0305	2011-09-12	NOR	Hard Rock	87.9	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0306	2011-09-12	NOR	Hard Rock	89.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0307	2011-09-12	NOR	Hard Rock	76.7	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0308	2011-09-12	HOR	Hard Rock	71.9	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0309	2011-09-12	NOR	Hard Rock	84.8	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0310	2011-09-12	NOR	Hard Rock	84.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0311	2011-09-12	NOR	Hard Rock	85.9	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0312	2011-09-12	NOR	Hard Rock	72	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0313	2011-09-12	NOR	Hard Rock	86.1	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0314	2011-09-12	NOR	Hard Rock	75	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0315	2011-09-12	NOR	Hard Rock	76.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0316	2011-09-12	NOR	Hard Rock	80	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0317	2011-09-12	NOR	Hard Rock	89	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0318	2011-09-12	HOR	Hard Rock	85.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0319	2011-09-12	NOR	Hard Rock	88.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0320	2011-09-12	NOR	Hard Rock	73.4	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0321	2011-09-12	NOR	Hard Rock	84.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0322	2011-09-15	NOR	Hard Rock	88	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0323	2011-09-15	NOR	Hard Rock	81	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0324	2011-09-15	NOR	Hard Rock	77	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0325	2011-09-15	NOR	Hard Rock	78	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0326	2011-09-15	HOR	Hard Rock	86.5	17.2	F	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0327	2011-09-15	NOR	Hard Rock	88	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0328	2011-09-15	NOR	Hard Rock	88	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0329	2011-09-15	NOR	Hard Rock	78	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0330	2011-09-15	NOR	Hard Rock	92	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0331	2011-09-15	NOR	Hard Rock	80	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0332	2011-09-15	HOR	Hard Rock	64	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0333	2011-09-15	NOR	Hard Rock	85.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0334	2011-09-15	NOR	Hard Rock	84	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0335	2011-09-15	NOR	Hard Rock	87.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0336	2011-09-15	NOR	Hard Rock	84	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0337	2011-09-15	NOR	Hard Rock	85	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0338	2011-09-15	HOR	Hard Rock	75	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0339	2011-09-15	HOR	Hard Rock	83	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0340	2011-09-15	NOR	Hard Rock	83	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0341	2011-09-15	NOR	Hard Rock	81	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0342	2011-09-15	HOR	Hard Rock	63	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0343	2011-09-15	NOR	Hard Rock	82	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0344	2011-09-15	NOR	Hard Rock	63.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0345	2011-09-15	NOR	Hard Rock	79	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0346	2011-09-19	NOR	Hard Rock	74	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0347	2011-09-19	NOR	Hard Rock	74.7	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0348	2011-09-19	NOR	Hard Rock	77	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0349	2011-09-19	HOR	Hard Rock	81	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0350	2011-09-19	HOR	Hard Rock	76	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0351	2011-09-19	NOR	Hard Rock	105	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0352	2011-09-19	NOR	Hard Rock	74	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0353	2011-09-19	NOR	Hard Rock	88	17.2	F	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0354	2011-09-19	NOR	Hard Rock	80.2	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0355	2011-09-19	HOR	Hard Rock	83.6	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0356	2011-09-19	NOR	Hard Rock	88	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0357	2011-09-19	NOR	Hard Rock	88	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0358	2011-09-19	NOR	Hard Rock	88	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0359	2011-09-19	HOR	Hard Rock	77.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0360	2011-09-19	HOR	Hard Rock	70.6	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0361	2011-09-19	HOR	Hard Rock	75	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0362	2011-09-19	NOR	Hard Rock	84	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0363	2011-09-19	HOR	Hard Rock	68	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0364	2011-09-19	NOR	Hard Rock	71.7	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0365	2011-09-19	NOR	Hard Rock	82.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0366	2011-09-19	NOR	Hard Rock	78.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0367	2011-09-19	NOR	Hard Rock	83	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0368	2011-09-22	HOR	Hard Rock	76	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0369	2011-09-22	HOR	Hard Rock	77.9	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0370	2011-09-22	NOR	Hard Rock	82.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0371	2011-09-22	NOR	Hard Rock	79.2	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0372	2011-09-22	NOR	Hard Rock	80.3	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0373	2011-09-26	NOR	Hard Rock	79	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0374	2011-09-26	NOR	Hard Rock	81	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0375	2011-09-26	NOR	Hard Rock	82	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0376	2011-09-26	NOR	Hard Rock	97.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0377	2011-09-26	NOR	Hard Rock	90	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0378	2011-09-26	NOR	Hard Rock	67.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0379	2011-09-26	HOR	Hard Rock	85	17.2	F	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0380	2011-09-26	NOR	Hard Rock	74.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0381	2011-09-26	NOR	Hard Rock	84	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0382	2011-09-26	HOR	Hard Rock	69	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0384	2011-09-27	HOR	Hard Rock	70.4	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0385	2011-09-27	HOR	Hard Rock	77.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0386	2011-09-27	NOR	Hard Rock	56	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0387	2011-09-27	NOR	Hard Rock	84	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC11SFMK_0388	2011-09-27	NOR	Hard Rock	85	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2011	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8501	2012-05-02	NOR	Hard Rock	62	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8502	2012-06-04	NOR	Hard Rock	72	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8503	2012-07-12	NOR	Hard Rock	71	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8504	2012-07-13	NOR	Hard Rock	72	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8505	2012-07-13	NOR	Hard Rock	77	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8506	2012-07-13	NOR	Hard Rock	87	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8507	2012-07-13	NOR	Hard Rock	91	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8508	2012-07-13	NOR	Hard Rock	85	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8509	2012-07-13	NOR	Hard Rock	79	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8510	2012-07-13	NOR	Hard Rock	85	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8511	2012-07-13	NOR	Hard Rock	66	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8512	2012-07-13	NOR	Hard Rock	87	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8513	2012-07-13	NOR	Hard Rock	77	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8514	2012-07-13	NOR	Hard Rock	76	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8515	2012-07-13	NOR	Hard Rock	89	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8516	2012-07-13	NOR	Hard Rock	77	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8517	2012-07-13	NOR	Hard Rock	81	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8518	2012-07-13	NOR	Hard Rock	65	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8519	2012-07-13	NOR	Hard Rock	75	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8520	2012-07-13	NOR	Hard Rock	92	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8521	2012-07-13	NOR	Hard Rock	82	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8522	2012-07-13	NOR	Hard Rock	75	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8523	2012-07-13	NOR	Hard Rock	84	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8524	2012-07-13	NOR	Hard Rock	76	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8525	2012-07-13	NOR	Hard Rock	78	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8526	2012-07-13	NOR	Hard Rock	62	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8527	2012-07-13	NOR	Hard Rock	79	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8528	2012-07-13	NOR	Hard Rock	76	17.2	F	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8529	2012-07-13	NOR	Hard Rock	69	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8530	2012-07-13	NOR	Hard Rock	72	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8531	2012-07-13	NOR	Hard Rock	77	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8532	2012-07-13	NOR	Hard Rock	88	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8533	2012-07-13	NOR	Hard Rock	67	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
cougar_trap	OtsAC12SFMK_8534	2012-07-13	NOR	Hard Rock	87	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2012	NA	NA	NA	TRUE
