type	sample_id	date	origin	release	length	rkm	pheno_sex	geno_sex	recapture	floy1	floy2	Comments	comments	year	hmsc_id	sgs_reach	section	cand_parent
cougar_trap	OtsAC10SFMK_1001	2010-07-28	NOR	Hard Rock	78	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1002	2010-07-28	NOR	Hard Rock	NA	17.2	F	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1003	2010-07-28	NOR	Hard Rock	NA	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1004	2010-07-28	NOR	Hard Rock	NA	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1005	2010-07-28	NOR	Hard Rock	76.1	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1006	2010-07-28	NOR	Hard Rock	NA	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1007	2010-07-28	NOR	Hard Rock	74.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1008	2010-07-28	NOR	Hard Rock	NA	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1009	2010-07-28	NOR	Hard Rock	NA	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1010	2010-07-28	NOR	Hard Rock	78.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1011	2010-07-28	NOR	Hard Rock	77.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1012	2010-07-28	NOR	Hard Rock	76.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1013	2010-07-28	NOR	Hard Rock	76	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1014	2010-07-28	NOR	Hard Rock	NA	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1015	2010-07-28	NOR	Hard Rock	77	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1016	2010-07-28	NOR	Hard Rock	83	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1017	2010-07-28	NOR	Hard Rock	80	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1018	2010-07-28	NOR	Hard Rock	72	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1019	2010-07-28	NOR	Hard Rock	70	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1020	2010-07-28	NOR	Hard Rock	74	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1021	2010-07-28	NOR	Hard Rock	84.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1022	2010-07-28	NOR	Hard Rock	78	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1023	2010-07-28	NOR	Hard Rock	81.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1024	2010-07-28	NOR	Hard Rock	72	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1025	2010-07-28	NOR	Hard Rock	NA	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1026	2010-07-28	NOR	Hard Rock	80	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1027	2010-07-28	NOR	Hard Rock	86	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1028	2010-07-28	NOR	Hard Rock	84	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1029	2010-07-28	NOR	Hard Rock	85	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1030	2010-07-28	NOR	Hard Rock	80	17.2	F	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1031	2010-07-28	NOR	Hard Rock	80.5	17.2	F	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1032	2010-07-28	NOR	Hard Rock	61.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1033	2010-07-28	NOR	Hard Rock	85.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1034	2010-07-28	NOR	Hard Rock	65	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1035	2010-07-28	NOR	Hard Rock	68.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1036	2010-07-28	NOR	Hard Rock	59	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1037	2010-07-28	NOR	Hard Rock	82	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1038	2010-07-28	NOR	Hard Rock	69.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1039	2010-07-28	NOR	Hard Rock	71.9	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1040	2010-07-28	NOR	Hard Rock	72	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1041	2010-07-28	NOR	Hard Rock	68.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1042	2010-07-28	NOR	Hard Rock	76	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1043	2010-07-28	NOR	Hard Rock	93	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1044	2010-07-28	NOR	Hard Rock	NA	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1045	2010-07-28	NOR	Hard Rock	79.8	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1046	2010-07-28	NOR	Hard Rock	77	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1047	2010-07-28	NOR	Hard Rock	72.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1048	2010-07-28	NOR	Hard Rock	83	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1049	2010-07-28	NOR	Hard Rock	73.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1050	2010-07-28	NOR	Hard Rock	72	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1051	2010-07-28	NOR	Hard Rock	84.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1052	2010-07-28	NOR	Hard Rock	84	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1053	2010-07-28	NOR	Hard Rock	75	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1054	2010-07-28	NOR	Hard Rock	70	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1055	2010-07-28	NOR	Hard Rock	110.3	17.2	M	NA	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1056	2010-07-28	NOR	Hard Rock	76	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1057	2010-07-28	NOR	Hard Rock	74	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1058	2010-07-28	NOR	Hard Rock	90	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1059	2010-07-28	NOR	Hard Rock	82.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1060	2010-07-29	NOR	Hard Rock	89.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1061	2010-07-29	NOR	Hard Rock	NA	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1062	2010-07-29	NOR	Hard Rock	69	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1063	2010-07-29	NOR	Hard Rock	76	17.2	M	NA	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1064	2010-07-29	NOR	Hard Rock	79	17.2	M	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1065	2010-07-29	NOR	Hard Rock	84.5	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1066	2010-07-29	NOR	Hard Rock	NA	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1067	2010-07-29	NOR	Hard Rock	78.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1068	2010-07-29	NOR	Hard Rock	72	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1069	2010-07-29	NOR	Hard Rock	77	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1070	2010-07-29	NOR	Hard Rock	73	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1071	2010-07-29	NOR	Hard Rock	69	17.2	F	NA	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1072	2010-07-29	NOR	Slide Creek	78.5	13	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1073	2010-07-29	NOR	Hard Rock	71	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1074	2010-07-29	NOR	Hard Rock	82	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1075	2010-07-29	NOR	Hard Rock	79.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1076	2010-07-29	NOR	Slide Creek	68	13	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1077	2010-07-29	NOR	Hard Rock	67	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1078	2010-07-29	NOR	Slide Creek	74.5	13	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1079	2010-07-29	NOR	Slide Creek	NA	13	F	NA	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1080	2010-07-29	HOR	Hard Rock	80	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1081	2010-07-29	NOR	Slide Creek	73	13	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1082	2010-07-29	NOR	Hard Rock	80.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1083	2010-07-29	NOR	Hard Rock	78.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1084	2010-07-29	NOR	Hard Rock	85.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1085	2010-07-29	NOR	Slide Creek	81	13	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1086	2010-07-29	NOR	Hard Rock	79	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1087	2010-07-29	NOR	Hard Rock	79.5	17.2	M	NA	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1088	2010-07-29	NOR	Hard Rock	67	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1089	2010-07-29	NOR	Hard Rock	72	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1090	2010-07-29	NOR	Hard Rock	71	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1091	2010-07-29	NOR	Hard Rock	69	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1092	2010-07-29	NOR	Hard Rock	78.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1093	2010-07-29	NOR	Hard Rock	63	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1094	2010-07-29	NOR	Hard Rock	74	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1095	2010-07-29	NOR	Hard Rock	79	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1096	2010-07-29	NOR	Hard Rock	79	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1097	2010-07-29	NOR	Hard Rock	81	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1098	2010-07-29	NOR	Hard Rock	74	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1099	2010-07-29	NOR	Hard Rock	72	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1100	2010-07-29	NOR	Hard Rock	90	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1101	2010-07-29	NOR	Slide Creek	NA	13	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1103	2010-07-29	NOR	Slide Creek	71	13	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1104	2010-07-29	NOR	Slide Creek	70	13	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1105	2010-07-29	NOR	Hard Rock	73.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1106	2010-07-29	NOR	Hard Rock	66	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1107	2010-07-29	NOR	Hard Rock	75.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1108	2010-07-29	NOR	Hard Rock	89.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1109	2010-07-29	NOR	Hard Rock	71.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1110	2010-08-04	NOR	Homestead	75	29.7	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1111	2010-08-04	NOR	Homestead	NA	29.7	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1112	2010-08-04	HOR	Homestead	83	29.7	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1113	2010-08-04	NOR	Homestead	71	29.7	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1114	2010-08-04	NOR	Homestead	89	29.7	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1115	2010-08-04	NOR	Homestead	82	29.7	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1116	2010-08-04	NOR	Homestead	79	29.7	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1117	2010-08-04	NOR	Homestead	77	29.7	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1118	2010-08-04	NOR	Homestead	NA	29.7	J	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1119	2010-08-04	NOR	Homestead	86	29.7	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1120	2010-08-04	NOR	Homestead	84	29.7	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1121	2010-08-04	NOR	Homestead	73	29.7	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1122	2010-08-04	NOR	Homestead	75	29.7	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1123	2010-08-04	NOR	Homestead	96	29.7	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1124	2010-08-09	NOR	Hard Rock	69.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1125	2010-08-09	NOR	Hard Rock	79	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1126	2010-08-09	NOR	Hard Rock	78	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1127	2010-08-09	NOR	Hard Rock	76	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1128	2010-08-09	NOR	Hard Rock	74	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1129a	2010-08-09	HOR	Hard Rock	70.5	17.2	F	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1129b	2010-08-24	HOR	Hard Rock	72	17.2	M	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1130	2010-08-24	NOR	Hard Rock	75	17.2	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1131	2010-08-24	NOR	Hard Rock	87	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1132	2010-08-24	NOR	Hard Rock	80	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1133	2010-08-24	NOR	Hard Rock	75	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1134	2010-08-24	NOR	Hard Rock	NA	17.2	F	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1135	2010-08-24	NOR	Hard Rock	56	17.2	J	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1136	2010-08-24	NOR	Hard Rock	76	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1137	2010-09-01	NOR	Hard Rock	79	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1138	2010-09-01	NOR	Hard Rock	66	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1139	2010-09-01	NOR	Homestead	73	29.7	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1140	2010-09-01	NOR	Hard Rock	81.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1141	2010-09-01	NOR	Hard Rock	67	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1142	2010-09-01	NOR	Hard Rock	82	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1143	2010-09-01	NOR	Hard Rock	77.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1144	2010-09-01	HOR	Hard Rock	66.8	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1145	2010-09-01	NOR	Hard Rock	75	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1146	2010-09-01	NOR	Hard Rock	75	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1147	2010-09-01	NOR	Hard Rock	79	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1148	2010-09-01	NOR	Hard Rock	79	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1149	2010-09-01	NOR	Hard Rock	81	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1150	2010-09-01	NOR	Hard Rock	70	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1151	2010-09-01	NOR	Hard Rock	95	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1152	2010-09-08	HOR	Hard Rock	69.5	17.2	M	M	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1153	2010-09-08	NOR	Homestead	95	29.7	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
cougar_trap	OtsAC10SFMK_1154	2010-09-08	NOR	Homestead	79	29.7	F	F	NEW	"NA"	"NA"	"NA"	"NA"	2010	NA	NA	NA	TRUE
