Pedigree Name	Individual Name	MotherID	FatherID	SubBasin	Stream	IndividualSampleLocation	DateSampled	Marks	Gender	LengthFork1	Eggs%	FieldID1	DNA	ScaleNumber	CommentsGeneral	Run	SpeciesID
OtsCC18MCKR	OtsCC18MCKR_4196			McKenzie	McKenzie	Rosboro Bridge to Ben & Kay	10/2/2018	Unclipped	Female	660	0 - 25%	4196	Y	5690		Spring	17
OtsCC18MCKR	OtsCC18MCKR_4197			McKenzie	McKenzie	Rosboro Bridge to Ben & Kay	10/2/2018	Unclipped	Male	665		4197	Y	5287		Spring	17
OtsCC18MCKR	OtsCC18MCKR_4198			McKenzie	McKenzie	Rosboro Bridge to Ben & Kay	10/2/2018	Unclipped	Female	650	0 - 25%	4198	Y	5280		Spring	17
OtsCC18MCKR	OtsCC18MCKR_4199			McKenzie	McKenzie	Rosboro Bridge to Ben & Kay	10/2/2018	Unclipped	Male	670		4199	Y	5687		Spring	17
OtsCC18MCKR	OtsCC18MCKR_4200			McKenzie	McKenzie	Rosboro Bridge to Ben & Kay	10/2/2018	Unclipped	Male	630		4200	Y	18451		Spring	17
OtsCC18MCKR	OtsCC18MCKR_4201			McKenzie	McKenzie	Forest Glen to Rosboro Bridge	10/8/2018	Unclipped	Male	740		4201	Y	30105		Spring	17
OtsCC18MCKR	OtsCC18MCKR_4202			McKenzie	McKenzie	Forest Glen to Rosboro Bridge	10/8/2018	Unclipped	Male	745		4202	Y	30109		Spring	17
OtsCC18MCKR	OtsCC18MCKR_4203			McKenzie	McKenzie	Forest Glen to Rosboro Bridge	10/8/2018	Unclipped	Male	685		4203	Y	30106		Spring	17
OtsCC18MCKR	OtsCC18MCKR_4204			McKenzie	McKenzie	Forest Glen to Rosboro Bridge	10/8/2018	Unclipped	Male	560		4204	Y	30107		Spring	17
OtsCC18MCKR	OtsCC18MCKR_4205			McKenzie	McKenzie	Forest Glen to Rosboro Bridge	10/8/2018	Unclipped	Male	565		4205	Y	30108		Spring	17
OtsCC18NSNT	OtsCC18NSNT_3001			North Santiam	North Santiam	Minto Dam to Packsaddle	7/31/2018	Unclipped	Female	610	75 - 100%	3001	Y	1051	Only 1 Otolith Taken	Spring	17
OtsCC18NSNT	OtsCC18NSNT_3002			North Santiam	North Santiam	Mill City to Fishermans Bend	7/31/2018	Unclipped	Female	700	75 - 100%	3002	Y	1053		Spring	17
OtsCC18NSNT	OtsCC18NSNT_3003			North Santiam	North Santiam	Mill City to Fishermans Bend	8/6/2018	Unclipped	Female	690	75 - 100%	3003	Y	18223		Spring	17
OtsCC18NSNT	OtsCC18NSNT_3004			North Santiam	North Santiam	Mill City to Fishermans Bend	8/6/2018	Unclipped	Male	620		3004	Y	18224		Spring	17
OtsCC18NSNT	OtsCC18NSNT_3021			North Santiam	North Santiam	Mill City to Fishermans Bend	9/13/2018	Unclipped	Female	660	75 - 100%	3021	Y	18225		Spring	17
OtsCC18NSNT	OtsCC18NSNT_3022			North Santiam	North Santiam	Big Cliff Dam to Minto Dam	10/4/2018	Unclipped	Female	670	0 - 25%	3022	Y	18226		Spring	17
OtsCC18NSNT	OtsCC18NSNT_3023			North Santiam	North Santiam	Big Cliff Dam to Minto Dam	10/4/2018	Unclipped	Female	600	0 - 25%	3023	Y	30023		Spring	17
OtsCC18NSNT	OtsCC18NSNT_3024			North Santiam	North Santiam	Big Cliff Dam to Minto Dam	10/4/2018	Unclipped	Female	690	0 - 25%	3024	Y	30022		Spring	17
OtsCC18NSNT	OtsCC18NSNT_3045			North Santiam	North Santiam	Packsaddle to Gates Bridge	8/21/2018	Unclipped	Female	720	75 - 100%	3045	Y	1163		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3501			South Santiam	South Santiam above Foster	Gordon Creek Rd to Moose Creek Bridge	8/28/2018	Unclipped	Male	590		3501	Y	18418		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3503			South Santiam	South Santiam above Foster	2nd Trib below Campground to Gordon Creek Rd	9/28/2018	Unclipped	Female	730	0 - 25%	3503	Y	30026		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3504			South Santiam	South Santiam above Foster	Falls to Soda Fork	9/19/2018	Unclipped	Male	605		3504	Y	17055		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3505			South Santiam	South Santiam above Foster	2nd Trib below Campground to Gordon Creek Rd	9/28/2018	Unclipped	Male	690		3505	Y	30052		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3506			South Santiam	South Santiam above Foster	Falls to Soda Fork	9/6/2018	Unclipped	Female	710	75 - 100%	3506	Y	10636		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3507			South Santiam	South Santiam above Foster	2nd Trib below Campground to Gordon Creek Rd	9/28/2018	Unclipped	Female	680	0 - 25%	3507	Y	30061		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3508			South Santiam	South Santiam above Foster	2nd Trib below Campground to Gordon Creek Rd	10/5/2018	Unclipped	Female	685	0 - 25%	3508	Y	19276		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3509			South Santiam	South Santiam above Foster	2nd Trib below Campground to Gordon Creek Rd	10/5/2018	Unclipped	Female	650	0 - 25%	3509	Y	30298		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3521			South Santiam	South Santiam	Pleasant Valley to McDowell Creek	8/15/2018	Unclipped	Female	595	75 - 100%	3521	Y	18417		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3522			South Santiam	South Santiam above Foster	Little Boulder Creek to Trout Creek Campground	10/5/2018	Unclipped	Female	720	0 - 25%	3522	Y	30148		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3534			South Santiam	South Santiam above Foster	Little Boulder Creek to Trout Creek Campground	9/28/2018	Unclipped	Male	700		3534	Y	31550		Spring	17
OtsCC18SSNT	OtsCC18SSNT_3535			South Santiam	South Santiam above Foster	Falls to Soda Fork	9/28/2018	Unclipped	Female	660	0 - 25%	3535	Y	31563		Spring	17
